기관유형,대표 전화번호,보건기관명,상위기관명,시군구,시도,주소,홈페이지 주소
보건소,031-310-5815,시흥시보건소,,시흥시,경기도,"경기도 시흥시 호현로 55 (대야동, 시흥시보건소대야종합사회복지관) 시흥시보건소",https://www.siheung.go.kr/portal/contents.do?mId=0307010000
보건소,031-461-5464,군포시보건소,,군포시,경기도,"경기도 군포시 군포로 221 (부곡동, 군포시보건소) 군포시보건소",https://www.gunpo.go.kr/health/index.do
보건소,031-345-3541,의왕시보건소,,의왕시,경기도,"경기도 의왕시 오봉로 34 (고천동, 의왕시보건소), 본관동 보건소",http://www.uiwang.go.kr/heal/index
보건소,031-790-6555,하남시보건소,,하남시,경기도,"경기도 하남시 대청로 10 (신장동, 하남시청), 보건소 하남시보건소",https://www.hanam.go.kr/health/index.do
보건소,031-6193-0005,처인구보건소,,용인시 처인구,경기도,"경기도 용인시 처인구 중부대로 1199 (삼가동, 용인시청), 보건소 처인구 보건소",https://www.yongin.go.kr/health/index.do
보건소,031-6193-0263,기흥구보건소,,용인시 기흥구,경기도,"경기도 용인시 기흥구 신갈로58번길 11 (신갈동, 신갈동행정복지센터및기흥구보건소) 기흥구보건소",https://www.yongin.go.kr/health/index.do
보건소,031-6193-0760,수지구보건소,,용인시 수지구,경기도,"경기도 용인시 수지구 포은대로 435 (풍덕천동, 수지구청, 보건소), 수지구보건소 수지구보건소",https://www.yongin.go.kr/health/index.do
보건소,031-940-4800,파주보건소,,파주시,경기도,"경기도 파주시 후곡로 13 (금촌동, 파주시보건소) 파주보건소",https://clinic.paju.go.kr/clinic/index.do
보건소,031-820-7300,운정보건소,,파주시,경기도,경기도 파주시 금바위로 44 (와동동) 운정보건소,https://clinic.paju.go.kr/clinic/index.do
보건소,031-6190-7010,이천시보건소,,이천시,경기도,"경기도 이천시 부악로 36 (중리동), 이천시보건소 이천시보건소",https://www.icheon.go.kr/depart/health/main.do?mid=0601000000&token=1726016739899
보건소,031-678-5710,안성시보건소,,안성시,경기도,"경기도 안성시 강변로74번길 18 (도기동, 안성시보건소) 안성시보건소",https://www.anseong.go.kr/health/main.do
보건소,031-5186-4005,김포시보건소,,김포시,경기도,"경기도 김포시 사우중로 108 (사우동, 김포시 보건소) 단독건물",https://www.gimpo.go.kr/health/index.do
보건소,031-5189-2551,화성시서부보건소,,화성시,경기도,경기도 화성시 향남읍 3.1만세로 1055 (화성시보건소) 화성시서부보건소,https://www.hscity.go.kr/health/index.do
보건소,031-5189-4360,화성시동탄보건소,,화성시,경기도,"경기도 화성시 노작로 226-9 (석우동, 동탄보건지소) 동탄보건소",https://www.hscity.go.kr/health/index.do
보건소,031-5189-4430,화성시동부보건소,,화성시,경기도,"경기도 화성시 병점구 떡전골로 72-3 (병점동) 2,3층(리치프라자)",https://www.hscity.go.kr/health/index.do
보건소,031-760-2110,광주시보건소,,광주시,경기도,"경기도 광주시 파발로 194 (경안동, 광주시 보건소) 광주시보건소",https://www.gjcity.go.kr
보건소,031-8082-7106,양주시보건소,,양주시,경기도,"경기도 양주시 부흥로 1533 (남방동, 양주시보건소,양주시의회,양주시청) 양주시보건소",https://www.yangju.go.kr/health/index.do
보건소,031-538-3600,포천시보건소,,포천시,경기도,"경기도 포천시 포천로 1612 (신읍동, 포천시보건소) 포천시 보건소",https://www.pocheon.go.kr/pbhlth/index.do
보건소,031-887-3601,여주시보건소,,여주시,경기도,"경기도 여주시 여흥로160번길 14 (상동, 여주시보건소) .",https://www.yeoju.go.kr/health/index.do
보건의료원,031-839-4001,연천군보건의료원,,연천군,경기도,경기도 연천군 전곡읍 은대성로 95 (연천군보건의료원) 연천군보건의료원,www.yeoncheon.go.kr
보건소,031-582-2488,가평군보건소,,가평군,경기도,경기도 가평군 가평읍 가화로 155-18 (가평군보건소) 가평군보건소,https://gp.go.kr/health/index.do
보건소,031-770-3524,양평군보건소,,양평군,경기도,"경기도 양평군 양평읍 마유산로 17, 양평군보건소 (양평군보건소) .",https://www.yp21.go.kr/health/index.do
보건소,033-250-3550,춘천시보건소,,춘천시,강원특별자치도,"강원도 춘천시 중앙로 135 (중앙로3가, 춘천시보건소) 춘천시보건소",https://www.chuncheon.go.kr/health/
보건소,033-737-4011,원주시보건소,,원주시,강원특별자치도,"강원도 원주시 원일로 139 (일산동, 시민문화센터) 원주시보건소",https://www.wonju.go.kr/health/index.do
보건소,033-660-3010,강릉시보건소,,강릉시,강원특별자치도,"강원도 강릉시 남부로17번길 38 (내곡동, 강릉시보건소), 가동 강릉시보건소",https://www.gn.go.kr/phc/index.do#popup
보건소,033-530-2401,동해시보건소,,동해시,강원특별자치도,"강원도 동해시 천곡로 100-2 (천곡동, 보건소) .",https://www.dh.go.kr/health
보건소,033-552-4000,태백시보건소,,태백시,강원특별자치도,"강원특별자치도 태백시 태백로 905 (황지동, 보건소) 태백시보건소",https://www.taebaek.go.kr/health/index.do
보건소,033-631-4000,속초시보건소,,속초시,강원특별자치도,"강원특별자치도 속초시 수복로 36 (교동, 속초시보건소) 속초시보건소",https://www.sokcho.go.kr/bo/health
보건소,033-572-4000,삼척시보건소,,삼척시,강원특별자치도,"강원특별자치도 삼척시 척주로 76 (남양동, 삼척시보건소) 삼척시보건소",https://www.samcheok.go.kr
보건소,033-430-4000,홍천군보건소,,홍천군,강원특별자치도,강원특별자치도 홍천군 홍천읍 신장대로 5 (홍천군보건소) 홍천군보건소,https://www.hongcheon.go.kr/health/index.do
보건소,033-340-5613,횡성군보건소,,횡성군,강원특별자치도,강원도 횡성군 횡성읍 횡성로 379 (횡성보건소) 횡성군보건소,https://www.hsg.go.kr/health/index.do
보건소,033-372-4000,영월군보건소,,영월군,강원특별자치도,강원특별자치도 영월군 영월읍 하송로 44 (영월군 보건소) 영월군보건소,https://www.yw.go.kr/health/
보건의료원,033-332-4000,평창군보건의료원,,평창군,강원특별자치도,강원특별자치도 평창군 평창읍 노성로 11 (평창군 보건의료원) 평창군보건의료원,https://www.pc.go.kr/health
보건소,033-560-2550,정선군보건소,,정선군,강원특별자치도,강원도 정선군 정선읍 녹송로 33 (정선군보건소) 정선군보건소,https://www.jeongseon.go.kr
보건소,033-450-5550,철원군보건소,,철원군,강원특별자치도,강원특별자치도 철원군 갈말읍 군탄로 16 (철원군보건소) 1,https://www.cwg.go.kr/health
보건의료원,033-441-4000,화천군보건의료원,,화천군,강원특별자치도,"강원도 화천군 화천읍 강변로 111, 화천보건의료원 (화천군보건의료원)  화천군보건의료원",http://ihc.go.kr/health/index.do
보건소,033-481-2400,양구군보건소,,양구군,강원특별자치도,강원도 양구군 양구읍 관공서로 42 (양구군보건소) 양구군보건소,https://www.yanggu.go.kr/health/
보건소,033-461-2425,인제군보건소,,인제군,강원특별자치도,강원특별자치도 인제군 인제읍 인제로140번길 34 (인제보건소) 인제군보건소,https://www.inje.go.kr/health
보건소,033-681-4000,고성군보건소,,고성군,강원특별자치도,강원특별자치도 고성군 간성읍 수성로 30 (보건소) 고성군보건소,https://gwgs.go.kr/health/index.do
보건소,033-670-2550,양양군보건소,,양양군,강원특별자치도,강원특별자치도 양양군 양양읍 양양로 9-5 (양양군보건소) 양양군보건소,https://www.yangyang.go.kr/gw/healthcenter
보건소,043-201-3100,청주시상당보건소,,청주시 상당구,충청북도,충청북도 청주시 상당구 남일면 단재로 480 상당보건소,https://www.cheongju.go.kr/sdhealth/index.do
보건소,043-201-3220,청주시서원보건소,,청주시 서원구,충청북도,"충청북도 청주시 서원구 사직대로 227 (사직동, 서원구청) 서원보건소",https://www.cheongju.go.kr/swhealth/index.do
보건소,043-201-3580,청주시흥덕보건소,,청주시 흥덕구,충청북도,"충청북도 청주시 흥덕구 대농로 88 (복대동, 흥덕보건소 본관) 흥덕보건소",https://www.cheongju.go.kr/hdhealth/index.do
보건소,043-201-3412,청주시청원보건소,,청주시 청원구,충청북도,충청북도 청주시 청원구 오창읍 과학산업3로 238 (청원구 보건소) 청주시청원보건소,http://www.cheongju.go.kr/cwhealth/index.do
보건소,043-850-3415,충주시보건소,,충주시,충청북도,"충청북도 충주시 사직산21길 34 (문화동, 충주시 건강복지타운), 충주시 보건소 .",https://www.chungju.go.kr/health/
보건소,043-646-2720,제천시보건소,,제천시,충청북도,충청북도 제천시 의림대로 242 (청전동) 제천시보건소,https://www.jecheon.go.kr/health/index.do
보건소,043-540-5602,보은군보건소,,보은군,충청북도,충청북도 보은군 보은읍 동광길 50 (보은군보건소) 보은군보건소,http://www.boeun.go.kr?health
보건소,043-730-2114,옥천군보건소,,옥천군,충청북도,충청북도 옥천군 옥천읍 삼양로8길 10 옥천군보건소,http://health.oc.go.kr
보건소,043-740-5600,영동군보건소,,영동군,충청북도,"충청북도 영동군 영동읍 반곡동길 7, 건강증진센터 (영동군보건소) 영동군보건소",https://www.yd21.go.kr/health/
