CONTENTS,END_PRD_DE,FULL_PATH_ID,ITEM03,LINK_URL,MT_ATITLE,ORG_ID,ORG_NM,QUERY,REC_TBL_SE,STAT_DB_CNT,STAT_ID,STAT_NM,STRT_PRD_DE,TBL_ID,TBL_NM,TBL_VIEW_URL,VW_CD,_keyword
시군구별 조율표준오차 조율 응답자수 표준화율 표준화율표준오차 동작구 영등포구 동구 중구 해운대구 대덕구 중구 남구 광주시 군포시 수지구 평택시 송탄 화성시 동탄 강릉시 양구군 원주시 괴산군 영동군 서원구 계룡시 아산시 군산시 남원시 순창군 장성군 진도군 고령군 구미 선산 의성군 칠곡군 경상남도 거창군 남해군 창원 진주시 강남구 광진구 송파구 부산진구 사하구 달서구 수성구 중구 충청남도 부안군 곡성군 광양시 순천시 신안군 함평군 군위군 상주시 성주군 예천군 울진군 청송군 ...,2025,F > F_001 > F_001_004 > F_001_004_001,"○ 정의: 자동차나 택시 뒷좌석에 탈 때 안전벨트를 항상 착용하는 분율(%) ○ 해당 문항은 2014년부터 조사 실시 ○ * : 변동계수(coefficient fo variation) 25-50%, ** : 변동계수 50% 이상 ○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시",http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_H_BELT_BACK,보건 > 지역사회건강조사 > 안전의식(손상) 및 심폐소생술 > 안전의식(손상),177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2014,DT_117075_H_BELT_BACK,시·군·구별 동승차량 뒷좌석 안전벨트 착용률,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_004.3;F_001_004_001.4;,MT_ZTITLE,지역사회건강조사
시군구별 조율 응답자수 표준화율 조율표준오차 표준화율표준오차 강남구 성동구 영등포구 중랑구 기장군 북구 해운대구 창원 밀양시 서부 강북구 구로구 송파구 동구 미추홀구 대전광역시 김포시 양평군 여주시 의정부시 하남시 광명시 군포시 분당구 장안구 수지구 원주시 진천군 청원군 당진시 남원시 순창군 익산시 광양시 여수시 함평군 경주시 봉화군 거창군 창원시 광진구 부산광역시 강서구 남구 서구 계양구 서구 옹진군 남양주시 남양주 풍양 양주시 연천군 포천시 영통구 안양시 동안구 송탄...,2025,F > F_001 > F_001_004 > F_001_004_001,"○ 정의: 최근 1년 동안 조금이라도 술을 마신 후 자동차 또는 오토바이를 운전한 적이 있는 사람의 분율(%) ○ 해당 문항은 2008년부터 조사를 실시하였으나, 2009년 문항 변경으로 2008년 시계열 단절이 발생 ○ * : 변동계수(coefficient fo variation) 25-50%, ** : 변동계수 50% 이상 ○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시",http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_H_DR_DRIV,보건 > 지역사회건강조사 > 안전의식(손상) 및 심폐소생술 > 안전의식(손상),177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2009,DT_117075_H_DR_DRIV,시·군·구별 자동차 또는 오토바이 운전자의 연간 음주운전 경험률,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_004.3;F_001_004_001.4;,MT_ZTITLE,지역사회건강조사
시군구별 표준화율 조율 표준화율표준오차 응답자수 조율표준오차 남양주시 원미구 의정부시 이천시 파주시 수정구 안성시 기흥구 평택시 화성시 정선군 횡성군 영동군 청원군 금산군 보령시 부여군 강서구 서초구 영등포구 용산구 종로구 부산진구 사상구 계양구 서구 중구 동구 옹진군 울산광역시 울주군 가평군 덕양구 부천시 양주시 안산시 수지구 동탄 양양군 충청북도 청원구 계룡시 동남구 전주시 아산시 임실군 장수군 경주시 영천시 울진군 포항시 경상남도 거제시 고성군 김해시 밀양시 함양군...,2025,F > F_001 > F_001_001 > F_001_001_002,"○ * : 변동계수(coefficient fo variation) 25-50%, ** : 변동계수 50% 이상 ○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시 ○ 정의: 최근 1년 동안 남자는 한 번의 술자리에서 7잔 이상(또는 맥주 5캔 정도), 여자는 5잔 이상(또는 맥주 3캔 정도)를 주 2회 이상 음주하는 분율(%)",http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_H_DR_HIGH_WH,보건 > 지역사회건강조사 > 건강행태 > 음주,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2008,DT_117075_H_DR_HIGH_WH,시·군·구별 고위험음주율,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_001.3;F_001_001_002.4;,MT_ZTITLE,지역사회건강조사
시군구별 조율표준오차 표준화율 표준화율표준오차 조율 응답자수 해운대구 강화군 부평구 동구 세종특별자치시 일산동구 남양주 풍양 광명시 권선구 오산시 양양군 증평군 진천군 상당구 당진시 연기군 청양군 임실군 보성군 봉화군 영광군 장성군 군위군 영덕군 영양군 남구 양산시 제주 서울특별시 노원구 송파구 중구 기장군 동래구 부산진구 서구 중구 광주광역시 서구 팔달구 동안구 중구 북구 세종시 남양주시 동두천시 부천시 파주시 수원시 장안구 안양시 화성시 동해시 삼척시 양구군 태백시 ...,2025,F > F_001 > F_001_001 > F_001_001_005,"○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시 ○ 정의: 금연, 절주, 걷기를 모두 실천하는 분율(%) ○ 금연, 절주, 걷기 실천자의 정의 - 금연 실천자: 평생 흡연해본 적이 없거나, 과거 흡연하였더라도 현재 금연하고 있는 사람 - 절주 실천자: 비음주자이거나, 최근 1년동안 술을 마셨더라도 한 번의 술자리에서 남자는 7잔 미만, 여자는 5잔 미만으로 주 1회 이하로 마신 사람 - 걷기 실천자: 최근 1주일 동안 1일 30분 이상 걷기를 주 5일 이상 실천한 사람",http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_H_HEALTHY,보건 > 지역사회건강조사 > 건강행태 > 건강생활실천,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2008,DT_117075_H_HEALTHY,시·군·구별 건강생활실천율,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_001.3;F_001_001_005.4;,MT_ZTITLE,지역사회건강조사
시군구별 표준화율표준오차 조율표준오차 조율 응답자수 표준화율 남구 연제구 북구 중구 중구 세종특별자치시 가평군 양평군 광명시 광주시 중원구 수원시 서산시 성주군 거창군 창원시 동부 서울특별시 강남구 서대문구 성동구 영등포구 부산광역시 북구 사상구 달성군 동구 서구 수성구 옹진군 울산광역시 동구 북구 중구 세종시 고양시 일산서구 김포시 여주시 하남시 군포시 권선구 의왕시 고성군 철원군 횡성군 보은군 증평군 북구 밀양시 양산시 의령군 통영시 서귀포시 서부 관악구 용산구 종로...,2025,F > F_001 > F_001_001 > F_001_001_007,"○ 해당 문항은 2017년부터 조사 실시 ○ * : 변동계수(coefficient fo variation) 25-50%, ** : 변동계수 50% 이상 ○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시 ○ 정의: 우울증선별도구(PHQ-9) 점수 총합이 10점 이상인 분율(%)",http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_H_MENTAL_DEPRESS_SYM,보건 > 지역사회건강조사 > 건강행태 > 정신건강,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2017,DT_117075_H_MENTAL_DEPRESS_SYM,시·군·구별 우울증상유병률,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_001.3;F_001_001_007.4;,MT_ZTITLE,지역사회건강조사
시군구별 표준화율표준오차 조율표준오차 응답자수 표준화율 조율 시흥시 김포시 동두천시 부천시 가평군 여주시 고양시 구리시 파주시 군포시 안성시 강서구 동대문구 송파구 도봉구 서초구 중구 금천구 노원구 동작구 마포구 광진구 성북구 은평구 종로구 중랑구 관악구 서대문구 강동구 구로구 성동구 양천구 용산구 강남구 강북구 영등포구 사상구 사하구 서구 금정구 기장군 북구 해운대구 수영구 중구 동래구 강서구 남구 동구 연제구 영도구 부산진구 동구 달성군 북구 수성구 중구 남구 달서구...,2019,F > F_001 > F_001_001 > F_001_001_003,ㅇ정의: 체질량지수(kg/㎡)가 25이상인 사람의 분율(%) ㅇ해당 지표는 2018년부터 계측조사를 실시함에 따라 산출,http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_MEA_OBE,보건 > 지역사회건강조사 > 건강행태 > 비만 및 체중조절,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2018,DT_117075_MEA_OBE,시·군·구별 비만유병률,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_001.3;F_001_001_003.4;,MT_ZTITLE,지역사회건강조사
시군구별 표준화율 응답자수 조율 조율표준오차 표준화율표준오차 강북구 구로구 영등포구 강서구 중구 서구 군위군 강화군 부평구 중구 광주광역시 중구 동구 북구 세종특별자치시 경기도 일산동구 양주시 광명시 광주시 단원구 기흥구 제천시 청원구 고창군 군산시 순창군 진안군 곡성군 광양시 신안군 함평군 경산시 고령군 군위군 김천시 영천시 예천군 울진군 의성군 진해 관악구 동작구 성북구 종로구 부산광역시 북구 서구 동구 중구 미추홀구 동구 옹진군 남구 서구 유성구 울산광역시 양평군 ...,2025,F > F_001 > F_001_002 > F_001_002_004,"- 갑자기 힘이 없으며, 어지럽고, 울렁거리거나 식은 땀이 난다 - 갑자기 가슴에 통증이나 압박감 또는 짓누르는 느낌이 있다 - 갑자기 팔 또는 어깨에 통증이나 불편감이 있다 - 갑자기 숨이 찬다 ○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시 ○ 정의: 심근경색증 조기증상을 정확히 알고 있는 분율(%) ○ 해당 문항은 2017년부터 조사 실시 ○ 심근경색증 조기증상 문항 - 갑자기 턱, 목 또는 등쪽에 통증이나 답답함이 있다",http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_MYO_EARLY_SYM,보건 > 지역사회건강조사 > 이환 및 의료이용 > 심근경색증,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2017,DT_117075_MYO_EARLY_SYM,시·군·구별 심근경색증 조기증상 인지율,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_002.3;F_001_002_004.4;,MT_ZTITLE,지역사회건강조사
시군구별 표준화율 응답자수 표준화율표준오차 조율표준오차 조율 강남구 관악구 동작구 사하구 군위군 인천광역시 동구 서구 오정구 의정부시 성남시 영통구 팔달구 안산시 상록구 처인구 화성시 춘천시 진천군 홍천군 횡성군 증평군 서원구 공주시 장수군 여수시 함평군 경산시 구미시 선산 안동시 영덕군 예천군 거제시 거창군 창원 서부 강동구 도봉구 성북구 양천구 수영구 연제구 영도구 남동구 중구 대덕구 유성구 울주군 세종특별자치시 과천시 남양주시 여주시 포천시 하남시 수정구 동안구 평...,2025,F > F_001 > F_001_002 > F_001_002_005,"○ * : 변동계수(coefficient fo variation) 25-50%, ** : 변동계수 50% 이상 ○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시 ○ 정의: 최근 1년 동안 본인이 병의원(치과 제외)에 가고 싶을 때 가지 못한 사람의 분율(%)",http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_NECE_NTR02,보건 > 지역사회건강조사 > 이환 및 의료이용 > 의료이용,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2019,DT_117075_NECE_NTR02,시·군·구별 연간 미충족의료율(병의원),https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_002.3;F_001_002_005.4;,MT_ZTITLE,지역사회건강조사
시군구별 조율표준오차 응답자수 표준화율표준오차 조율 표준화율 마포구 용산구 은평구 광진구 성북구 송파구 구로구 동대문구 강서구 강남구 노원구 서초구 영등포구 종로구 중구 중랑구 강동구 관악구 서대문구 도봉구 양천구 강북구 금천구 동작구 성동구 강서구 북구 수영구 기장군 동구 권선구 팔달구 단원구 상록구 동안구 만안구 기흥구 수지구 처인구 송탄 평택 양구군 인제군 태백시 강릉시 홍천군 고성군 울릉군 안동시 영천시 경산시 김천시 포항시 경주시 영덕군 영주시 군위군 봉화군 의...,2019,F > F_001 > F_001_001 > F_001_001_001,,http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_SM_IND_HOME,보건 > 지역사회건강조사 > 건강행태 > 흡연,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2014,DT_117075_SM_IND_HOME,시·군·구별 현재비흡연자의 가정실내 간접흡연 노출률,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_001.3;F_001_001_001.4;,MT_ZTITLE,지역사회건강조사
시군구별 표준화율 조율 응답자수 표준화율표준오차 조율표준오차 노원구 용산구 관악구 금천구 동대문구 성동구 중랑구 강남구 강서구 구로구 도봉구 서대문구 양천구 동래구 강서구 동구 영도구 금정구 북구 수영구 해운대구 기장군 부산진구 사상구 사하구 중구 남구 서구 연제구 남구 달성군 서구 북구 동구 달서구 수성구 중구 강화군 옹진군 계양구 미추홀구 부평구 중구 남동구 서구 연수구 동구 광산구 북구 강동구 동작구 송파구 강북구 마포구 은평구 광진구 성북구 중구 서초구 영등포구 ...,2019,F > F_001 > F_001_001 > F_001_001_001,ㅇ정의: 최근 1주일 동안 직장의 실내에서 다른 사람이 피우는 담배연기를 맡은 적이 있는 사람의 분율(%),http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_SM_IND_WORK,보건 > 지역사회건강조사 > 건강행태 > 흡연,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2014,DT_117075_SM_IND_WORK,시·군·구별 현재비흡연자의 직장실내 간접흡연 노출률,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_001.3;F_001_001_001.4;,MT_ZTITLE,지역사회건강조사
시군구별 표준화율표준오차 표준화율 조율 조율표준오차 응답자수 청양군 홍성군 고창군 고흥군 여수시 완도군 경산시 문경시 경상남도 거제시 창원시 밀양시 제주 강동구 강북구 금천구 동작구 성북구 기장군 동래구 부산진구 서구 수성구 인천광역시 옹진군 동구 동구 상록구 안양시 기흥구 송탄 강릉시 횡성군 청원구 군산시 임실군 전주시 광진구 구로구 송파구 은평구 종로구 영도구 남구 북구 서구 북구 소사구 연천군 광명시 수정구 영통구 장흥군 해남군 경상북도 고령군 예천군 칠곡군 진해 ...,2025,F > F_001 > F_001_001 > F_001_001_001,"○ 정의: 담배 종류와 상관없이 최근 1주일 동안 직장의 실내에서 다른 사람이 피우는 담배연기를 맡은 적이 있는 분율(%) ○ * : 변동계수(coefficient fo variation) 25-50%, ** : 변동계수 50% 이상 ○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시",http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_SM_IND_WORK_V2,보건 > 지역사회건강조사 > 건강행태 > 흡연,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2020,DT_117075_SM_IND_WORK_V2,시·군·구별 직장실내 간접흡연 노출률(담배제품 현재 미사용자),https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_001.3;F_001_001_001.4;,MT_ZTITLE,지역사회건강조사
시군구별 조율표준오차 응답자수 표준화율 표준화율표준오차 조율 계룡시 부여군 서산시 남원시 곡성군 목포시 영암군 장흥군 진도군 경산시 울진군 의성군 북구 양산시 하동군 서부 동부 용산구 강서구 사상구 사하구 영도구 북구 서구 중구 동구 중구 동구 세종시 남양주 풍양 연천군 이천시 광주시 권선구 장안구 안산시 홍천군 홍성군 무주군 정읍시 진안군 순천시 함평군 화순군 구미시 군위군 상주시 영양군 창원시 창원 통영시 제주특별자치도 서귀포 제주 서부 노원구 부산광역시 중구 달서구...,2025,F > F_001 > F_001_002 > F_001_002_003,"- 갑자기 어지럽거나 몸의 중심을 잡기 힘들다 - 갑자기 이제까지 경험하지 못한 심한 두통을 느낀다 ○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시 ○ 정의: 뇌졸중(중풍) 조기증상을 정확히 알고 있는 분율(%) ○ 해당 문항은 2017년부터 조사 실시 ○ 뇌졸중(중풍) 조기증상 문항 - 갑자기 한쪽 눈이나 시야의 반이 보이지 않거나, 물체가 두 개로 보인다 - 갑자기 한쪽 얼굴, 팔, 다리에 힘이 빠진다 - 갑자기 말이 어눌해지거나, 다른 사람의 말을 이해하지 못한다",http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_117075_STR_EARLY_SYM,보건 > 지역사회건강조사 > 이환 및 의료이용 > 뇌졸중(중풍),177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2017,DT_117075_STR_EARLY_SYM,시·군·구별 뇌졸중(중풍) 조기증상 인지율,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_002.3;F_001_002_003.4;,MT_ZTITLE,지역사회건강조사
시군구별 조율 응답자수 표준화율 표준화율표준오차 조율표준오차 도봉구 용산구 남동구 서구 중구 세종시 경기도 양평군 포천시 성남시 중원구 안양시 평택시 송탄 속초시 정선군 증평군 청양군 부안군 장수군 강진군 광양시 구례군 영암군 울진군 청도군 진해 진주시 동부 서부 구로구 동작구 서초구 성북구 종로구 동구 부산진구 연제구 강화군 계양구 동구 대전광역시 유성구 세종특별자치시 남양주시 영통구 단원구 상록구 오산시 용인시 고성군 양구군 충청북도 제천시 서원구 흥덕구 계룡시 서산...,2025,F > F_001 > F_001_001 > F_001_001_006,○ 정의: 영양표시를 읽는 사람 중 영양표시 내용이 가공식품을 사거나 고를 때 영향을 미친다고 응답한 분율(%) ○ 해당 문항은 2014년부터 조사 실시 ○ 2023년부터 ＂군위군＂ 관할구역 변경: (기존) 경상북도 -> (변경후) 대구광역시,http://kosis.kr/statHtml/statHtml.do?orgId=177&tblId=DT_11775_NUT_LABEL_UTIL,보건 > 지역사회건강조사 > 건강행태 > 식생활,177,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2014,DT_11775_NUT_LABEL_UTIL,시·군·구별 영양표시 활용률,https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_01&vwcd=MT_ZTITLE&parmTabId=M_01_01&parentId=F.1;F_001.2;F_001_001.3;F_001_001_006.4;,MT_ZTITLE,지역사회건강조사
시군구별 비만유병률(표준화율) 광산구 남구 동구 북구 서구 대전광역시 대덕구 동구 서구 유성구 중구 울산광역시 남구 동구 북구 울주군 중구 세종특별자치시 세종시 경기도 가평군 용산구 은평구 부산광역시 종로구 중구 중랑구 강서구 금정구 기장군 남구 동구 동래구 부산진구 북구 사상구 사하구 서구 수영구 연제구 영도구 중구 해운대구 대구광역시 남구 달서구 달성군 동구 북구 서구 수성구 중구 인천광역시 강화군 계양구 미추홀구 남동구 동구 부평구 서구 연수구 옹진군 중구 광주광역...,2019,103,"■ 자료제공처: 국가데이터처 지역통계기획팀 ■ 자료원출처: 질병관리청(지역사회건강조사) ■ 자료제공주기: 1년 ■ 자료제공시기: 조사기준년도 익년3월 □ 참고사항 - 정의: 체질량지수(kg/㎡)가 25이상인 사람의 분율(%) - 해당 지표는 2018년부터 계측조사를 실시함에 따라 산출 - 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 국가데이터처)로 보정한 결과(표준화율)",http://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1YL202002E,주제별 > 건강,101,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2018,DT_1YL202002E,비만유병률(시도/시/군/구),https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_03_01&vwcd=MT_GTITLE01&parmTabId=M_01_01&parentId=103.1;,MT_GTITLE01,지역사회건강조사
시군구별 건강생활실천율(표준화율) 서울특별시 강남구 중구 중랑구 부산광역시 강동구 강북구 강서구 관악구 광진구 구로구 금천구 노원구 도봉구 동대문구 동작구 마포구 서대문구 서초구 성동구 성북구 송파구 양천구 영등포구 용산구 은평구 종로구 강서구 금정구 기장군 남구 동구 동래구 부산진구 북구 사상구 사하구 서구 수영구 연제구 영도구 중구 해운대구 대구광역시 남구 달서구 달성군 동구 북구 서구 수성구 중구 인천광역시 강화군 계양구 미추홀구 남동구 남구 동구 서구 유성구 중구 울산광역시 ...,2025,103,"■ 자료제공처: 국가데이터처 지역통계기획팀 ■ 자료원출처: 질병관리청(지역사회건강조사) ■ 자료제공주기: 1년 ■ 자료제공시기: 조사기준년도 익년5월 □ 참고사항 - 정의: 금연, 절주, 걷기를 모두 실천하는 사람의 분율(%) - 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 국가데이터처)로 보정한 결과(표준화율)",http://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1YL202102E,주제별 > 건강,101,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2008,DT_1YL202102E,건강생활실천율(시도/시/군/구),https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_03_01&vwcd=MT_GTITLE01&parmTabId=M_01_01&parentId=103.1;,MT_GTITLE01,지역사회건강조사
시군구별 인플루엔자 예방접종률(표준화율) 서울특별시 강남구 강동구 강북구 강서구 관악구 광진구 구로구 금천구 노원구 도봉구 동대문구 동작구 마포구 서대문구 서초구 성동구 성북구 송파구 양천구 영등포구 용산구 은평구 종로구 중구 중랑구 부산광역시 강서구 금정구 기장군 남구 동구 동래구 부산진구 북구 사상구 사하구 서구 수영구 연제구 영도구 중구 해운대구 대구광역시 남구 달서구 달성군 동구 북구 서구 수성구 중구 광주광역시 인천광역시 강화군 계양구 미추홀구 남동구 동구 부평...,2025,103,"■ 자료제공처: 국가데이터처 지역통계기획팀 ■ 자료원출처: 질병관리청(지역사회건강조사) ■ 자료제공주기: 1년 ■ 자료제공시기: 조사기준년도 익년5월 □ 참고사항 - 정의: 최근 1년 동안 인플루엔자(독감) 예방접종을 받은 적이 있는 사람의 분율(%) - 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 국가데이터처)로 보정한 결과(표준화율)",http://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1YL202103E,주제별 > 건강,101,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2008,DT_1YL202103E,인플루엔자 예방접종률(시도/시/군/구),https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_03_01&vwcd=MT_GTITLE01&parmTabId=M_01_01&parentId=103.1;,MT_GTITLE01,지역사회건강조사
시군구별 미충족의료율(표준화율) 군위군 서울특별시 강남구 강동구 강북구 강서구 관악구 광진구 구로구 금천구 노원구 도봉구 동대문구 동작구 마포구 서대문구 서초구 성동구 성북구 송파구 양천구 영등포구 중랑구 은평구 종로구 중구 부산광역시 강서구 금정구 기장군 남구 동구 동래구 부산진구 북구 사상구 사하구 서구 수영구 연제구 영도구 중구 해운대구 대구광역시 남구 달서구 달성군 동구 북구 서구 수성구 중구 인천광역시 강화군 계양구 미추홀구 남동구 동구 부평구 서구 연수구 옹진...,2025,103,"■ 자료제공처: 국가데이터처 지역통계기획팀 ■ 자료원출처: 질병관리청(지역사회건강조사) ■ 자료제공주기: 1년 ■ 자료제공시기: 조사기준년도 익년5월 □ 참고사항 - 정의: 최근 1년 동안 본인이 병의원(치과 제외)에 가고 싶을 때 가지 못한 사람의 분율(%) - 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 국가데이터처)로 보정한 결과(표준화율)",http://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1YL202104E,주제별 > 건강,101,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2019,DT_1YL202104E,미충족의료율(시도/시/군/구),https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_03_01&vwcd=MT_GTITLE01&parmTabId=M_01_01&parentId=103.1;,MT_GTITLE01,지역사회건강조사
행정구역별 고위험음주율 군위군 무주군 익산시 강진군 목포시 장흥군 함평군 경산시 영주시 남해군 의령군 진주시 함양군 제주특별자치도 구로구 은평구 남구 서구 대구광역시 수성구 남동구 울주군 경기도 가평군 여주시 광명시 광주시 영월군 정선군 음성군 부여군 청양군 진안군 무안군 보성군 성주군 영양군 울릉군 김해시 통합창원시 하동군 남양주시 중구 중구 세종특별자치시 오산시 용인시 인제군 화천군 충청북도 단양군 제천시 충청남도 부안군 정읍시 고흥군 광양시 나주시 여수시 경상북도 ...,2025,103,"■ 자료제공처: 국가데이터처 지역통계기획팀 ■ 자료원출처: 질병관리청(지역사회건강조사) ■ 자료제공주기: 1년 ■ 자료제공시기: 조사기준년도 익년5월 □ 정의 - 고위험음주율: 최근 1년 동안 음주한 사람 중에서 남자는 한 번의 술자리에서 7잔 이상(또는 맥주 5캔 정도), 여자는 5잔 이상(또는 맥주 3캔 정도)을 주 2회 이상 마시는 사람의 비율 □ 의의 - 시·군·구 단위 고위험 음주군의 비율을 파악하여 지역의 음주 관련 정책 수립 및 평가의 기초자료로 활용 □ 산식 - 고위험음주율= (연간 음주자이면서 1회 평균 남자 7잔(여자 5잔)이상을 주2회 이상 마신 사람수÷만19세 이상 연간음주자)×100",http://kosis.kr/statHtml/statHtml.do?orgId=101&tblId=DT_1YL20291E,주제별 > 건강,101,질병관리청,지역사회건강조사,N,5050,2008057,지역사회건강조사,2008,DT_1YL20291E,고위험음주율(시도/시/군/구),https://kosis.kr/statisticsList/statisticsListIndex.do?menuId=M_01_03_01&vwcd=MT_GTITLE01&parmTabId=M_01_01&parentId=103.1;,MT_GTITLE01,지역사회건강조사
